median_age,event_indx,freq100yr
1226.6,0,4
1225.5,0,NaN
1224.4,0,NaN
1223.3,0,NaN
1222.1,0,NaN
1221.1,0,NaN
1220,0,NaN
1218.9,0,NaN
1217.8,0,NaN
1216.8,1,NaN
1215.7,0,NaN
1214.6,0,NaN
1213.6,0,NaN
1212.5,0,NaN
1211.4,0,NaN
1210.4,0,NaN
1209.3,0,NaN
1208.2,0,NaN
1207.2,0,NaN
1206.2,0,NaN
1205.1,0,NaN
1204.1,0,NaN
1203,0,NaN
1201.9,0,NaN
1200.8,0,NaN
1199.7,0,NaN
1198.6,0,NaN
1197.5,0,NaN
1196.4,0,NaN
1195.3,0,NaN
1194.3,0,NaN
1193.2,0,NaN
1192.1,0,NaN
1191,0,NaN
1190,0,NaN
1189,0,NaN
1188,0,NaN
1186.9,0,NaN
1186,0,NaN
1184.9,1,NaN
1183.9,0,NaN
1182.8,0,NaN
1181.8,0,NaN
1180.7,0,NaN
1179.7,0,NaN
1178.7,0,NaN
1177.7,1,NaN
1176.6,0,NaN
