"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"99",-6.0547995,-0.468194500000004,99.6296024,109.4747624,116.5252274,130.2921224,135.4034644,139.0979049,154.1669409,158.6966339,173.8479939,271.0881409,276.9624969,280.0077949,310.0981764,331.7156084,367.2469484,442.2488014,518.5532854,602.2116849,631.1248399
"100",-4.63034399999999,0.995555,90.798861,98.244914,107.951801,130.231926,137.182193,149.694533,160.8501505,164.963899,171.8267,271.4783055,276.5320465,280.3881145,310.541105,331.4227447,365.1978835,457.2807875,528.7927585,619.4035363,656.8580653
"101",-5.5124795,-0.183678999999997,104.450677,111.042719,120.95965,134.840027,139.136412,149.36747,159.100247,160.513543,170.156983,256.851771,258.765014,266.383213,301.241813,324.815468,374.9181795,451.17203,513.841823,593.1088285,630.797824
"102",-5.05854,-0.673214500000004,105.1873535,111.9422445,123.2452685,133.231096,135.603161,144.9255996,160.7881376,162.065516,171.8347655,276.6362145,279.9559695,284.996488,313.156805,340.592902,386.876386,463.4900648,532.3030715,608.570851,644.297222
"103",-2.28981250000001,4.64033550000001,78.808392,92.490193,102.220671,121.213462,127.14973,140.92753,158.808011,160.748692,175.365417,277.9983615,284.8229075,292.5650735,324.6569185,347.9860955,385.924531,458.270193,523.843433,592.2254385,624.463312
"104",-5.3847045,0.420788499999995,89.328223,98.999539,107.861709,120.254913,124.155079,135.915353,158.1547225,165.8458225,179.8727225,270.1766335,273.3502115,280.9173615,304.4364295,332.1709715,364.174723,431.762113,518.377439,595.7133855,634.0603705
"105",-5.5344295,7.3276085,100.470977,106.666544,121.59591,130.6536305,134.0580475,141.2108809,156.3773455,158.7714801,166.4532665,281.7603035,289.8184865,296.1678285,322.620865,340.5507795,380.2789385,458.4725131,525.5389373,600.8125553,641.5037473
"106",-4.977696,5.861384,89.6798625,95.8836875,117.8886605,131.8264925,139.3165725,145.0549975,162.0720745,165.6434045,174.3183875,279.014109,293.792561,297.93600824,321.1207828,337.3255568,377.4084773,445.5219623,529.5299769,602.9909763,629.0029928
"107",-5.8041145,7.1576545,100.504791,104.369049,114.270461,127.634251,133.559971,139.438079,158.031923,163.845847,175.490381,276.6565085,285.3300375,289.8433965,309.9656805,330.1989195,361.618542,423.443947,526.9479448,590.1006375,620.7497338
"108",-5.341891,5.39242,92.010884,97.443622,104.687586,119.551806,126.263076,136.438936,159.050236,162.696991,178.786571,280.000456,285.01591,289.439794,314.320546,330.2308705,370.9575745,448.0448185,535.824816,584.9353885,604.099248
"109",-5.612666,1.8132135,89.2900145,97.1995765,105.0295775,121.8465525,124.4350975,136.3203275,160.7769317,162.7533775,181.9439125,272.3477975,281.5575365,284.7550055,318.6636905,342.4827135,372.8449575,440.914405,526.712536,594.919845,624.2249644
