Year,BHAC6,BHAC5,BHAC5max,BHAC5min,AM4Age,AM4Freq,AMstack
1546,-0.22634,32.37,39.99,24.75,1426.3,3,2
1545,-0.11077,32.31,39.97,24.65,1425.1,3,2
1544,-0.18963,32.27,39.96,24.58,1424,3,2
1543,-0.18963,32.25,39.98,24.51,1422.7,4,2
1542,-0.18963,32.25,40.02,24.48,1421.6,4,2
1541,-0.18963,32.28,40.1,24.46,1420.4,4,2
1540,-0.13656,32.32,40.21,24.44,1419.3,4,3
1539,-0.0577,32.33,40.28,24.38,1418.5,4,2
1538,-0.14748,32.35,40.35,24.35,1417.7,4,2
1537,-0.01221,32.35,40.41,24.28,1416.9,4,2
1536,0.024499,32.33,40.43,24.23,1416.1,4,2
1535,0.061211,32.31,40.42,24.19,1415.2,4,2
1534,-0.04878,32.26,40.41,24.12,1414.4,4,3
1533,-0.02395,32.23,40.4,24.06,1413.6,4,3
1532,0.175831,32.19,40.36,24.01,1412.8,4,3
1531,0.212543,32.14,40.34,23.94,1412,4,3
1530,0.215019,32.1,40.3,23.9,1411.3,4,3
1529,0.215019,32.05,40.24,23.86,1410.5,4,3
1528,0.215019,31.99,40.18,23.81,1409.7,4,3
1527,0.263604,31.97,40.15,23.78,1408.9,4,3
1526,0.226893,31.9,40.05,23.74,1408.2,4,3
1525,0.263604,31.79,39.88,23.69,1407.5,4,3
1524,0.196617,31.73,39.79,23.67,1406.8,4,3
1523,0.275478,31.65,39.66,23.63,1406,4,3
1522,0.275478,31.54,39.5,23.58,1405.3,4,3
1521,0.245203,31.43,39.33,23.54,1404.7,4,3
1520,0.281914,31.32,39.13,23.5,1404,4,3
1519,0.318626,31.17,38.91,23.43,1403.1,4,3
1518,0.355338,31,38.65,23.35,1402.2,4,3
1517,0.355338,30.89,38.46,23.31,1401.2,4,3
1516,0.256785,30.74,38.24,23.23,1400.2,4,3
1515,0.192273,30.58,37.99,23.17,1399.4,4,3
1514,0.192273,30.42,37.73,23.1,1398.5,4,3
1513,0.125285,30.28,37.51,23.04,1397.6,4,3
1512,0.178356,30.11,37.26,22.96,1396.8,4,4
1511,0.178356,29.96,37.02,22.9,1395.9,4,4
1510,0.178356,29.79,36.76,22.82,1395,3,4
1509,0.215067,29.62,36.5,22.74,1394.1,3,4
1508,0.215067,29.45,36.24,22.65,1393.3,3,4
1507,0.184792,29.29,35.99,22.58,1392.4,3,4
1506,-0.06428,29.15,35.78,22.53,1391.6,3,4
1505,-0.14467,29.02,35.56,22.48,1390.8,3,4
1504,-0.14467,28.84,35.3,22.38,1390,3,4
1503,-0.22505,28.68,35.03,22.32,1389.2,4,4
1502,-0.22505,28.55,34.82,22.29,1388.5,4,4
1501,-0.22505,28.45,34.63,22.26,1387.7,4,4
1500,-0.22505,28.32,34.43,22.22,1386.8,4,4
1499,-0.11731,28.2,34.22,22.18,1386,4,5
1498,-0.10306,28.09,34.04,22.13,1385.1,4,5
1497,0.0152,28.02,33.92,22.11,1384.4,4,5
1496,0.0152,27.91,33.77,22.06,1383.6,4,5
1495,-0.06221,27.85,33.65,22.05,1382.7,4,5
1494,-0.06221,27.77,33.53,22.02,1381.8,4,5
1493,-0.18048,27.77,33.5,22.03,1380.9,4,5
1492,-0.18048,27.73,33.43,22.02,1380,4,5
1491,-0.18048,27.71,33.4,22.01,1379.1,4,5
1490,-0.18048,27.65,33.32,21.97,1378.1,4,5
1489,-0.00546,27.63,33.29,21.97,1377.2,4,5
1488,-0.00546,27.63,33.28,21.97,1376.3,4,5
1487,-0.12372,27.65,33.31,21.98,1375.4,4,5
1486,-0.12372,27.68,33.35,22.01,1374.4,3,5
1485,-0.04631,27.74,33.43,22.06,1373.5,3,5
1484,0.061431,27.78,33.47,22.09,1372.7,3,6
1483,0.061431,27.82,33.51,22.12,1371.8,3,6
1482,0.26008,27.89,33.61,22.17,1371,3,6
1481,0.26008,27.97,33.73,22.21,1370.2,3,6
1480,0.26008,28.03,33.82,22.24,1369.4,3,5
1479,0.152341,28.06,33.86,22.26,1368.5,3,5
1478,0.26008,28.17,34.01,22.33,1367.6,3,6
1477,0.179695,28.22,34.08,22.36,1366.7,3,6
1476,0.179695,28.24,34.11,22.37,1365.9,3,6
1475,0.085061,28.27,34.17,22.38,1364.9,3,6
1474,0.165446,28.33,34.26,22.41,1363.9,3,6
1473,0.26008,28.36,34.32,22.4,1363,3,6
1472,0.26008,28.37,34.36,22.38,1362.1,3,6
1471,0.26008,28.41,34.44,22.38,1361.2,3,6
1470,0.26008,28.42,34.47,22.36,1360.3,3,6
1469,0.367819,28.5,34.59,22.4,1359.2,3,7
1468,0.249555,28.51,34.62,22.39,1358.3,4,7
1467,0.249555,28.47,34.59,22.34,1357.4,4,7
1466,0.249555,28.46,34.6,22.32,1356.5,4,7
1465,0.249555,28.47,34.63,22.32,1355.5,4,7
1464,0.249555,28.5,34.67,22.33,1354.6,4,7
1463,0.154921,28.57,34.75,22.4,1353.8,5,7
1462,0.154921,28.63,34.82,22.43,1352.9,5,7
1461,0.154921,28.65,34.85,22.46,1352.1,5,7
1460,0.154921,28.66,34.84,22.47,1351.3,5,7
1459,0.154921,28.68,34.86,22.5,1350.4,5,7
1458,0.154921,28.69,34.87,22.51,1349.5,5,7
1457,0.154921,28.7,34.89,22.51,1348.7,5,7
1456,0.137702,28.78,35,22.57,1347.9,4,7
1455,0.232336,28.82,35.06,22.58,1347,4,7
1454,0.232336,28.89,35.18,22.59,1346.2,4,7
1453,0.232336,29.03,35.38,22.69,1345.3,4,7
1452,0.232336,29.12,35.48,22.76,1344.4,4,7
1451,0.41749,29.23,35.63,22.82,1343.6,5,8
1450,0.512124,29.32,35.78,22.87,1342.8,5,8
1449,0.512124,29.47,36.03,22.91,1341.9,5,8
1448,0.592509,29.6,36.21,22.99,1341.1,5,8
1447,0.606758,29.7,36.38,23.02,1340.4,5,8
1446,0.701392,29.86,36.63,23.09,1339.8,5,8
1445,0.621007,30.04,36.88,23.2,1338.9,5,8
1444,0.526373,30.23,37.14,23.32,1338.2,5,8
1443,0.634112,30.38,37.33,23.42,1337.4,5,9
1442,0.634112,30.47,37.47,23.48,1336.5,5,9
1441,0.634112,30.56,37.55,23.56,1335.8,5,9
1440,0.634112,30.56,37.54,23.59,1334.9,5,8
1439,0.526373,30.58,37.51,23.65,1334.1,5,8
1438,0.431739,30.58,37.47,23.69,1333.2,5,8
1437,0.431739,30.55,37.39,23.71,1332.2,6,8
1436,0.313475,30.55,37.34,23.76,1331.2,6,8
1435,0.313475,30.56,37.31,23.81,1330.3,6,8
1434,0.431739,30.51,37.23,23.79,1329.4,6,7
1433,0.324,30.5,37.17,23.83,1328.4,6,7
1432,0.243614,30.43,37.05,23.81,1327.3,6,7
1431,0.047936,30.41,36.98,23.84,1326.3,6,7
1430,0.14257,30.39,36.91,23.86,1325.2,6,7
1429,0.062184,30.32,36.8,23.84,1324.2,6,7
1428,0.062184,30.26,36.69,23.83,1323,7,7
1427,0.062184,30.22,36.6,23.84,1322.1,6,7
1426,-0.03245,30.13,36.47,23.8,1321.1,6,7
1425,0.169924,30.13,36.42,23.84,1320.1,6,8
1424,0.288187,30.13,36.37,23.89,1319.1,6,8
1423,0.288187,30.05,36.25,23.85,1318.2,6,8
1422,0.193553,30.05,36.21,23.88,1317.3,6,8
1421,0.193553,30.01,36.14,23.89,1316.4,6,8
1420,0.193553,30,36.1,23.9,1315.4,6,8
1419,0.193553,29.97,36.03,23.9,1314.6,6,8
1418,0.193553,29.96,35.99,23.93,1313.7,6,8
1417,0.273939,29.99,36,23.97,1312.8,6,8
1416,0.273939,29.98,35.96,24,1311.9,6,8
1415,0.351353,29.98,35.92,24.04,1311,6,8
1414,0.351353,29.97,35.86,24.07,1309.9,6,8
1413,0.351353,29.96,35.82,24.1,1309,6,8
1412,0.351353,29.92,35.74,24.11,1308,6,7
1411,0.243614,29.96,35.74,24.18,1307,6,7
1410,0.243614,29.97,35.71,24.23,1306,6,7
1409,0.361878,30.01,35.73,24.29,1304.8,6,7
1408,0.361878,30.03,35.72,24.34,1303.9,6,7
1407,0.361878,30.03,35.68,24.39,1302.9,6,7
1406,0.361878,30.04,35.64,24.44,1301.9,6,7
1405,0.361878,30.02,35.6,24.44,1300.9,6,7
1404,0.361878,30.02,35.57,24.46,1299.9,6,7
1403,0.361878,30.03,35.56,24.5,1299,6,7
1402,0.361878,29.99,35.51,24.48,1298.1,6,7
1401,0.361878,29.96,35.46,24.46,1297.1,6,7
1400,0.480142,29.98,35.48,24.48,1296.4,6,7
1399,0.480142,29.95,35.43,24.47,1295.5,6,6
1398,0.372403,29.94,35.4,24.47,1294.5,6,6
1397,0.277769,29.93,35.38,24.48,1293.7,6,6
1396,0.159505,29.88,35.29,24.46,1292.9,6,6
1395,0.23989,29.87,35.27,24.47,1292,6,6
1394,0.23989,29.81,35.18,24.43,1291.1,6,6
1393,0.347629,29.79,35.14,24.45,1290.2,6,7
1392,0.347629,29.71,35.04,24.38,1289.3,5,7
1391,0.347629,29.59,34.89,24.29,1288.3,5,7
1390,0.428015,29.5,34.77,24.23,1287.4,5,7
1389,0.428015,29.4,34.65,24.16,1286.6,5,7
1388,0.252995,29.28,34.49,24.08,1285.9,5,7
1387,0.252995,29.2,34.38,24.01,1285,5,7
1386,0.507472,29.09,34.22,23.95,1283.9,5,7
1385,0.507472,28.95,34.04,23.86,1283.1,5,7
1384,0.410704,28.8,33.86,23.75,1282.3,5,6
1383,0.394323,28.68,33.7,23.66,1281.6,5,6
1382,0.394323,28.55,33.52,23.57,1280.7,5,6
1381,0.246493,28.4,33.31,23.49,1279.8,5,6
1380,0.246493,28.24,33.08,23.41,1278.9,5,6
1379,0.246493,28.12,32.88,23.36,1278.1,5,6
1378,0.246493,28,32.73,23.27,1277.3,5,5
1377,0.111819,27.82,32.5,23.14,1276.6,5,5
1376,0.111819,27.68,32.33,23.03,1275.9,5,5
1375,0.111819,27.65,32.27,23.02,1275,5,5
1374,0.111819,27.57,32.16,22.97,1274.3,5,5
1373,0.111819,27.52,32.11,22.93,1273.4,5,5
1372,-0.00647,27.44,31.99,22.89,1272.6,5,5
1371,-0.00647,27.37,31.88,22.86,1271.9,5,5
1370,-0.00647,27.31,31.78,22.84,1271.1,5,5
1369,0.141356,27.26,31.71,22.81,1270.3,5,4
1368,0.006682,27.18,31.59,22.78,1269.4,5,4
1367,0.006682,27.18,31.58,22.78,1268.6,5,4
1366,0.006682,27.22,31.61,22.83,1267.8,5,4
1365,0.006682,27.24,31.63,22.85,1266.9,5,4
1364,0.006682,27.26,31.64,22.88,1266,5,4
1363,0.141356,27.28,31.67,22.9,1265.3,5,5
1362,0.141356,27.28,31.67,22.89,1264.5,5,5
1361,0.141356,27.29,31.68,22.89,1263.6,5,5
1360,0.141356,27.29,31.7,22.88,1262.8,5,5
1359,0.141356,27.31,31.75,22.87,1262.1,5,5
1358,0.27603,27.34,31.81,22.88,1261.4,5,6
1357,0.394323,27.38,31.87,22.89,1260.7,5,6
1356,0.394323,27.46,31.99,22.94,1259.9,5,6
1355,0.297554,27.47,31.98,22.95,1259.2,5,6
1354,0.313935,27.46,31.98,22.95,1258.5,4,7
1353,0.313935,27.45,31.93,22.97,1257.8,4,7
1352,0.313935,27.43,31.91,22.94,1257.1,4,7
1351,0.432228,27.42,31.89,22.95,1256.5,4,6
1350,0.200786,27.36,31.81,22.91,1255.7,4,6
1349,0.217167,27.33,31.76,22.9,1255,4,7
1348,0.313935,27.25,31.61,22.89,1254.3,4,7
1347,0.461765,27.2,31.52,22.87,1253.5,4,7
1346,0.343472,27.12,31.39,22.85,1252.6,4,7
1345,0.22518,27.01,31.21,22.81,1251.9,4,7
1344,0.22518,26.87,31.03,22.72,1251.2,4,7
1343,0.22518,26.74,30.82,22.66,1250.3,4,6
1342,0.090506,26.59,30.63,22.56,1249.7,4,6
1341,0.090506,26.54,30.54,22.53,1248.8,4,6
1340,0.090506,26.42,30.41,22.44,1248,4,6
1339,0.22518,26.42,30.41,22.43,1246.8,4,7
1338,0.22518,26.34,30.34,22.34,1245.7,4,7
1337,0.22518,26.33,30.37,22.3,1244.4,5,7
1336,0.37301,26.34,30.38,22.29,1243.2,4,7
1335,0.37301,26.3,30.36,22.23,1241.8,4,7
1334,0.37301,26.28,30.36,22.21,1240.6,4,7
1333,0.22518,26.32,30.4,22.24,1239.3,4,7
1332,0.22518,26.27,30.35,22.19,1238,4,7
1331,0.22518,26.3,30.41,22.2,1236.8,4,7
1330,0.22518,26.31,30.44,22.18,1235.5,4,7
1329,0.241561,26.35,30.5,22.19,1234.3,4,8
1328,0.241561,26.34,30.51,22.17,1233,3,8
1327,0.241561,26.34,30.53,22.16,1231.8,4,8
1326,0.241561,26.31,30.53,22.09,1230.6,4,8
1325,0.241561,26.32,30.58,22.07,1229.4,4,7
1324,0.106887,26.28,30.57,21.99,1228.2,4,7
1323,-0.04094,26.27,30.62,21.92,1227.1,4,7
1322,-0.04094,26.26,30.65,21.87,1226,4,7
1321,-0.04094,26.25,30.69,21.81,1224.9,4,7
1320,-0.04094,26.21,30.68,21.74,1223.8,4,7
1319,-0.04094,26.2,30.71,21.69,1222.8,3,7
1318,-0.04094,26.22,30.78,21.66,1221.6,3,7
1317,-0.04094,26.24,30.85,21.63,1220.5,3,7
1316,0.07735,26.21,30.84,21.57,1219.4,3,7
1315,0.07735,26.17,30.84,21.5,1218.1,3,7
1314,-0.01942,26.18,30.9,21.45,1217,3,7
1313,-0.01942,26.17,30.95,21.39,1215.7,3,7
1312,0.098874,26.17,31,21.34,1214.6,3,7
1311,0.098874,26.18,31.05,21.31,1213.4,3,7
1310,0.098874,26.16,31.08,21.23,1212.3,3,7
1309,0.098874,26.12,31.1,21.14,1211.2,3,7
1308,-0.04896,26.13,31.15,21.1,1210.1,3,7
1307,-0.04896,26.11,31.19,21.03,1208.9,3,7
1306,-0.04896,26.11,31.24,20.98,1207.8,3,7
1305,0.047813,26.11,31.3,20.91,1206.7,3,7
1304,0.166105,26.05,31.27,20.83,1205.6,3,7
1303,0.166105,26.03,31.29,20.77,1204.6,3,7
1302,0.284398,26.02,31.31,20.73,1203.5,4,7
1301,0.284398,26.05,31.4,20.7,1202.4,4,7
1300,0.284398,26.02,31.42,20.63,1201.3,4,7
1299,0.136568,25.98,31.42,20.54,1200.4,4,7
1298,0.136568,25.98,31.45,20.5,1199.5,4,7
1297,0.136568,25.98,31.49,20.47,1198.6,4,7
1296,0.136568,25.97,31.53,20.41,1197.7,4,7
1295,0.136568,25.93,31.53,20.33,1196.7,4,7
1294,0.284398,25.91,31.56,20.27,1195.6,4,7
1293,0.284398,25.9,31.58,20.22,1194.6,4,6
1292,0.364785,25.86,31.58,20.14,1193.6,4,6
1291,0.364785,25.87,31.63,20.1,1192.5,4,6
1290,0.364785,25.88,31.68,20.07,1191.4,4,6
1289,0.364785,25.88,31.73,20.04,1190.4,4,6
1288,0.364785,25.88,31.76,20,1189.3,4,6
1287,0.364785,25.87,31.77,19.97,1188.1,4,6
1286,0.364785,25.84,31.77,19.91,1187,4,6
1285,0.268017,25.83,31.8,19.86,1186,4,6
1284,0.268017,25.81,31.82,19.8,1184.8,4,6
1283,0.268017,25.78,31.81,19.76,1183.9,4,6
1282,0.149724,25.78,31.83,19.72,1182.7,4,6
1281,0.149724,25.76,31.85,19.68,1181.6,4,6
1280,0.149724,25.73,31.86,19.61,1180.6,4,6
1279,0.149724,25.7,31.87,19.52,1179.7,5,6
1278,0.149724,25.64,31.84,19.43,1178.7,5,6
1277,0.149724,25.59,31.8,19.37,1177.8,5,6
1276,0.149724,25.59,31.81,19.36,1176.9,5,6
1275,0.149724,25.61,31.85,19.36,1176,5,6
1274,0.268017,25.55,31.81,19.29,1175,5,6
1273,0.268017,25.49,31.76,19.22,1174,5,6
1272,0.268017,25.4,31.64,19.15,1173,5,6
1271,0.268017,25.33,31.58,19.07,1171.9,5,6
1270,0.268017,25.25,31.51,19,1171,5,6
1269,0.268017,25.22,31.46,18.97,1169.9,5,6
1268,0.120187,25.12,31.35,18.9,1168.8,5,6
1267,0.120187,25.07,31.31,18.83,1167.9,5,6
1266,0.120187,24.98,31.21,18.76,1166.9,5,6
1265,0.120187,24.91,31.14,18.68,1166,5,6
1264,0.120187,24.81,31.02,18.6,1165.1,5,6
1263,0.254861,24.71,30.92,18.5,1164.2,5,6
1262,0.120187,24.6,30.79,18.41,1163.3,5,6
1261,0.120187,24.49,30.67,18.31,1162.4,5,6
1260,0.120187,24.4,30.58,18.21,1161.7,5,6
1259,0.120187,24.27,30.45,18.1,1160.9,5,6
1258,0.216955,24.16,30.3,18.01,1160.1,5,5
1257,0.082282,24.03,30.15,17.92,1159.4,5,5
1256,-0.03601,23.87,29.95,17.79,1158.6,5,5
1255,0.098663,23.71,29.74,17.68,1157.9,5,6
1254,0.098663,23.58,29.6,17.56,1157.1,5,5
1253,-0.03601,23.44,29.43,17.46,1156.4,5,5
1252,-0.03601,23.3,29.26,17.35,1155.5,5,5
1251,-0.03601,23.14,29.05,17.23,1154.7,5,5
1250,-0.1543,22.96,28.83,17.08,1153.9,5,5
1249,-0.1543,22.81,28.65,16.96,1153.2,4,4
1248,-0.28898,22.63,28.44,16.82,1152.3,4,4
1247,-0.38575,22.47,28.23,16.7,1151.7,4,4
1246,-0.38575,22.32,28.05,16.58,1150.9,4,4
1245,-0.38575,22.2,27.91,16.49,1150.1,4,4
1244,-0.25107,22.12,27.8,16.43,1149.3,4,5
1243,-0.25107,21.97,27.6,16.34,1148.6,4,5
1242,-0.25107,21.86,27.46,16.25,1147.8,4,5
1241,-0.25107,21.74,27.32,16.17,1147,4,5
1240,-0.25107,21.62,27.16,16.08,1146.2,4,5
1239,-0.25107,21.52,27.05,16,1145.6,4,4
1238,-0.38575,21.41,26.91,15.9,1144.8,3,4
1237,-0.38575,21.33,26.82,15.84,1144.1,3,4
1236,-0.38575,21.26,26.72,15.79,1143.4,3,4
1235,-0.53358,21.17,26.61,15.73,1142.6,3,4
1234,-0.53358,21.12,26.57,15.67,1141.8,3,4
1233,-0.53358,21.08,26.51,15.64,1141,3,4
1232,-0.53358,21.01,26.46,15.56,1140,3,4
1231,-0.53358,21,26.45,15.54,1139.1,3,4
1230,-0.43681,20.95,26.39,15.52,1138.3,3,4
1229,-0.43681,20.93,26.37,15.49,1137.4,3,3
1228,-0.57148,20.87,26.3,15.43,1136.5,3,3
1227,-0.45319,20.88,26.32,15.43,1135.7,3,3
1226,-0.45319,20.88,26.33,15.43,1134.9,3,3
1225,-0.45319,20.92,26.34,15.5,1134,3,3
1224,-0.45319,20.9,26.31,15.49,1133.1,3,3
1223,-0.57148,20.88,26.28,15.47,1132.3,2,3
1222,-0.57148,20.89,26.27,15.52,1131.5,2,3
1221,-0.57148,20.93,26.31,15.55,1130.7,2,3
1220,-0.57148,20.91,26.27,15.56,1129.8,2,3
1219,-0.47471,20.96,26.31,15.61,1129,2,3
1218,-0.35642,20.99,26.3,15.68,1128.2,2,3
1217,-0.35642,21.01,26.3,15.72,1127.3,2,3
1216,-0.22175,21.05,26.32,15.77,1126.5,2,4
1215,-0.34004,21.09,26.35,15.82,1125.7,2,4
1214,-0.34004,21.16,26.42,15.9,1124.8,2,4
1213,-0.34004,21.19,26.42,15.95,1124,2,4
1212,-0.34004,21.21,26.41,16.01,1123.1,2,4
1211,-0.34004,21.24,26.41,16.07,1122.3,2,4
1210,-0.34004,21.27,26.42,16.13,1121.4,3,4
1209,-0.34004,21.32,26.43,16.21,1120.6,3,4
1208,-0.34004,21.38,26.47,16.3,1119.8,3,4
1207,-0.34004,21.36,26.39,16.32,1119.1,3,4
1206,-0.34004,21.37,26.36,16.38,1118.3,3,4
1205,-0.34004,21.4,26.36,16.44,1117.5,3,4
1204,-0.43681,21.48,26.4,16.56,1116.9,3,4
1203,-0.5551,21.55,26.45,16.65,1116.2,3,4
1202,-0.5551,21.61,26.47,16.75,1115.3,3,4
1201,-0.57662,21.68,26.5,16.85,1114.8,3,4
1200,-0.57662,21.73,26.52,16.95,1114,3,4
1199,-0.57662,21.86,26.62,17.1,1113.2,3,4
1198,-0.57662,21.9,26.61,17.19,1112.4,3,4
1197,-0.57662,21.99,26.67,17.31,1111.7,3,4
1196,-0.57662,22.06,26.74,17.38,1111,3,4
1195,-0.42879,22.18,26.83,17.53,1110.2,3,4
1194,-0.3105,22.3,26.94,17.65,1109.4,3,4
1193,-0.32366,22.41,27.03,17.79,1108.7,3,5
1192,-0.32366,22.52,27.13,17.91,1107.9,3,5
1191,-0.53872,22.61,27.21,18.02,1107.1,3,5
1190,-0.53872,22.7,27.25,18.14,1106.3,3,5
1189,-0.53872,22.78,27.32,18.23,1105.5,3,5
1188,-0.39089,22.91,27.43,18.38,1104.7,3,5
1187,-0.39089,22.96,27.47,18.45,1103.9,3,5
1186,-0.29412,23.07,27.57,18.56,1103.2,2,5
1185,-0.17583,23.12,27.6,18.64,1102.5,2,5
1184,-0.17583,23.2,27.67,18.73,1101.7,2,5
1183,-0.17583,23.29,27.76,18.82,1101,2,5
1182,-0.17583,23.39,27.86,18.93,1100.2,2,5
1181,-0.17583,23.48,27.94,19.01,1099.5,2,5
1180,-0.17583,23.56,28.03,19.08,1098.9,2,5
1179,-0.028,23.64,28.12,19.16,1098.2,2,5
1178,-0.028,23.72,28.21,19.23,1097.5,2,5
1177,-0.028,23.8,28.29,19.3,1096.7,2,5
1176,-0.028,23.89,28.39,19.39,1096,2,5
1175,-0.028,23.97,28.5,19.45,1095.3,2,5
1174,-0.028,24.03,28.56,19.5,1094.5,2,5
1173,-0.14629,24.09,28.62,19.55,1093.8,2,5
1172,-0.14629,24.2,28.76,19.64,1093.1,2,5
1171,-0.14629,24.31,28.9,19.71,1092.3,2,5
1170,-0.14629,24.41,29.02,19.79,1091.6,2,5
1169,-0.04952,24.51,29.16,19.85,1090.8,2,5
1168,-0.04952,24.59,29.28,19.91,1090.1,2,5
1167,-0.04952,24.65,29.35,19.95,1089.2,2,5
1166,-0.04952,24.69,29.4,19.97,1088.5,2,5
1165,-0.04952,24.75,29.49,20.01,1087.7,2,5
1164,-0.04952,24.79,29.54,20.04,1086.9,2,5
1163,0.098308,24.85,29.61,20.09,1086.1,2,4
1162,0.081927,24.9,29.67,20.14,1085.4,2,4
1161,0.081927,24.99,29.78,20.2,1084.8,2,4
1160,0.081927,25.06,29.86,20.27,1084,2,4
1159,0.081927,25.1,29.9,20.31,1083.2,2,4
1158,0.178695,25.17,29.96,20.38,1082.5,2,4
1157,0.081927,25.23,30.03,20.43,1081.9,2,4
1156,0.081927,25.27,30.07,20.46,1081.1,2,4
1155,0.081927,25.32,30.14,20.51,1080.3,2,3
1154,-0.05275,25.36,30.17,20.56,1079.6,1,3
1153,-0.05275,25.37,30.16,20.57,1078.8,1,3
1152,-0.05275,25.41,30.21,20.61,1078,1,3
1151,-0.05275,25.4,30.2,20.61,1077.3,1,3
1150,-0.05275,25.41,30.2,20.63,1076.5,1,3
1149,0.095083,25.46,30.24,20.67,1075.8,1,3
1148,0.095083,25.47,30.25,20.69,1075.1,1,3
1147,0.095083,25.51,30.3,20.73,1074.4,1,3
1146,0.095083,25.54,30.33,20.75,1073.7,1,3
1145,0.044021,25.52,30.29,20.75,1072.9,2,3
1144,0.044021,25.55,30.31,20.79,1072.1,2,2
1143,-0.09065,25.52,30.28,20.76,1071.4,2,2
1142,0.006116,25.55,30.33,20.77,1070.6,2,2
1141,0.006116,25.52,30.28,20.75,1069.8,2,2
1140,0.124409,25.58,30.34,20.81,1069.1,2,2
1139,0.124409,25.59,30.35,20.83,1068.5,2,2
1138,0.124409,25.62,30.37,20.88,1067.7,2,2
1137,0.124409,25.64,30.38,20.9,1066.9,2,2
1136,0.124409,25.69,30.43,20.94,1066.2,2,2
1135,0.124409,25.71,30.44,20.99,1065.4,2,2
1134,0.259082,25.75,30.48,21.02,1064.6,2,3
1133,0.259082,25.75875,30.47,21.05,1063.8,2,3
1132,0.377375,25.73375,30.43,21.04,1063.1,2,3
1131,0.377375,25.7125,30.39,21.03,1062.2,2,3
1130,0.377375,25.67625,30.36,20.99,1061.4,2,3
1129,0.377375,25.67875,30.37,20.98,1060.5,2,3
1128,0.377375,25.63125,30.33,20.93,1059.8,2,3
1127,0.377375,25.5975,30.3,20.89,1059,2,3
1126,0.259082,25.57,30.28,20.86,1058.2,2,3
1125,0.259082,25.54125,30.26,20.83,1057.4,3,3
1124,0.259082,25.4575,30.2,20.71,1056.7,3,3
1123,0.259082,25.4675,30.22,20.72,1055.9,3,3
1122,0.259082,25.4625,30.22,20.71,1055.1,3,3
1121,0.259082,25.4025,30.16,20.64,1054.4,3,3
1120,0.259082,25.345,30.1,20.59,1053.6,3,3
1119,0.406912,25.31125,30.07,20.56,1052.9,3,3
1118,0.310144,25.24875,30.01,20.49,1052.2,3,3
1117,0.191851,25.22,30,20.44,1051.5,3,3
1116,0.191851,25.18,29.96,20.4,1050.9,3,2
1115,0.057177,25.10875,29.88,20.33,1050.2,3,2
1114,0.153946,25.04125,29.82,20.27,1049.3,3,2
1113,0.153946,24.95375,29.74,20.17,1048.5,3,2
1112,0.153946,24.88875,29.68,20.1,1047.9,3,2
1111,0.153946,24.8475,29.66,20.03,1047.1,3,2
1110,0.035653,24.7625,29.59,19.93,1046.3,3,2
1109,0.035653,24.7,29.57,19.83,1045.5,3,2
1108,0.035653,24.6175,29.49,19.74,1044.7,3,2
1107,0.035653,24.51,29.41,19.61,1043.9,3,2
1106,0.035653,24.4675,29.42,19.52,1043.1,3,2
1105,0.035653,24.44875,29.44,19.46,1042.3,3,2
1104,0.035653,24.395,29.43,19.36,1041.5,3,2
1103,0.035653,24.27875,29.34,19.22,1040.7,3,2
1102,0.132422,24.20375,29.29,19.12,1039.9,3,2
1101,0.132422,24.1,29.2,19,1039.1,3,2
1100,0.035653,23.9875,29.12,18.85,1038.3,3,2
1099,0.035653,23.85875,29.01,18.71,1037.6,3,2
1098,0.035653,23.7525,28.92,18.59,1036.9,3,2
1097,0.035653,23.67625,28.86,18.49,1036.2,3,2
1096,0.035653,23.56625,28.76,18.37,1035.6,3,2
1095,0.035653,23.50125,28.7,18.3,1034.9,3,2
1094,-0.11218,23.39875,28.61,18.19,1034.3,4,2
1093,-0.23047,23.31125,28.53,18.09,1033.5,4,1
1092,-0.36514,23.21,28.42,18,1032.8,4,1
1091,-0.36514,23.135,28.35,17.92,1032,4,1
1090,-0.26837,23.06125,28.29,17.83,1031.2,4,1
1089,-0.15008,23.015,28.25,17.78,1030.5,4,1
1088,-0.15008,22.9675,28.18,17.75,1029.8,4,1
1087,-0.29791,22.86,28.07,17.65,1029,5,1
1086,-0.29791,22.87625,28.1,17.65,1028.1,5,1
1085,-0.39468,22.85875,28.09,17.63,1027.3,5,1
1084,-0.39468,22.90625,28.14,17.67,1026.5,5,1
1083,-0.29791,22.945,28.2,17.69,1025.7,5,1
1082,-0.16324,22.9975,28.23,17.76,1024.9,5,2
1081,-0.16324,23.06625,28.3,17.83,1024,5,2
1080,-0.16324,23.15125,28.38,17.93,1023.2,5,2
1079,-0.16324,23.24125,28.44,18.04,1022.6,5,2
1078,-0.19278,23.38125,28.59,18.17,1022,4,2
1077,-0.19278,23.50375,28.68,18.33,1021.4,5,2
1076,-0.19278,23.6125,28.79,18.43,1020.8,5,2
1075,-0.19278,23.67375,28.84,18.51,1020.2,5,2
1074,-0.19278,23.76875,28.9,18.64,1019.5,5,2
1073,-0.19278,23.84625,28.97,18.72,1018.8,5,2
1072,-0.19278,23.88625,29,18.77,1018.2,5,2
1071,-0.19278,23.8825,28.97,18.79,1017.6,6,2
1070,-0.04495,23.85875,28.93,18.79,1016.9,6,2
1069,-0.04495,23.89375,28.93,18.86,1016.2,6,2
