"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77"
"15",4.060955,14.78464,21.3021,103.912645,126.390585,151.218934,152.08216,160.621781,188.15163,220.43861,243.3322475,278.3085335,288.0908175,302.5344275,352.3257015,386.0480175,402.3650525,442.9936481,448.7748435,483.2662035,511.1843595,515.5720375,530.010749,544.829454,587.659115,614.390457,617.445024,620.17603,634.0095436,648.384126,659.584946,730.036519,732.339133,734.121807,743.239471,758.818781,778.561808,799.65705,810.762673,824.010076,835.941548,878.179423,886.454273,921.41102,932.71853,935.2286628,953.687169,958.808393,963.148604,983.464429,1048.039684,1101.411254,1105.957334,1109.811221,1135.561679,1139.449443,1163.941803,1176.659239,1179.917416,1202.5642355,1222.3859375,1241.4179415,1271.1046315,1275.0291715,1279.701815,1317.1776055,1338.5731205,1380.8944895,1386.2537755,1422.6890355,1434.3859705,1475.708815,1484.905052,1508.900767,1517.111156,1521.066742,1531.759506
"16",0.850784999999997,10.401349,21.508615,100.928219,118.93588,143.674514,151.164605,160.059208,188.911775,214.552535,252.032261,276.809465,290.600025,309.07821,352.507754,400.10808,421.839215,459.54647,473.41727,504.62643,524.980149,526.93347,546.489575,568.566709,603.124728,621.663727,625.327417,628.859539,642.0803137,656.7892315,660.5482225,736.1240505,738.7850025,744.7940665,749.9775765,761.7836635,784.5269215,816.4923565,822.6215255,833.8902275,847.9331935,873.7934125,893.2412925,931.0305725,936.5644015,941.8061103,958.52167769,970.03152969,973.24034669,980.34380369,1051.17876769,1106.66678269,1114.21194269,1120.40517469,1141.05097569,1144.97848269,1175.56927769,1182.12203069,1184.16851069,1207.44289169,1228.46855569,1237.95431469,1260.00774069,1263.71489069,1275.33847619,1309.79692119,1328.37592219,1374.02457019,1380.56338119,1411.53607119,1421.69270919,1457.41474119,1467.54824119,1488.73691119,1501.20437849,1504.49851769,1519.98609769
"17",6.23509,18.737752,29.7859,113.3095,121.60708,138.097559,144.59678,162.863995,193.880634,218.067549,245.7273255,269.3092075,279.7524925,295.8940975,349.0674025,389.8405225,411.7692575,443.891601,469.816481,479.015921,514.620556,518.198726,539.924091,563.878556,603.939496,626.28726,630.623856,634.707984,640.3064146,643.778217,653.630857,725.519463,727.881396,741.216467,748.997767,756.713119,773.775436,795.4065405,800.4210265,811.2233975,820.3025445,838.471868,851.515448,913.845597,925.784598,933.292286,957.0977575,966.4005895,977.7213475,992.9630302,1050.338758,1087.810944,1102.778224,1111.928834,1134.489014,1138.415115,1172.674789,1180.662479,1183.106514,1211.136299,1227.253845,1237.540494,1258.3367242,1262.771668,1279.204154,1301.678503,1317.611855,1382.756609,1390.352067,1432.970893,1462.100653,1502.218623,1518.619243,1548.671358,1561.967493,1570.502493,1580.943453
"18",1.86721,21.141002,33.21721,93.9119365,106.8046665,127.7210265,137.3254065,163.1366205,196.2249735,229.2254715,250.1632355,257.0629145,277.7101965,299.3396815,361.2795405,399.6982715,432.8714765,454.8527415,477.3042315,492.8187825,512.2136145,514.7005635,527.8643075,549.3559684,595.4165574,619.9312364,629.3084234,635.3943574,640.7153734,641.8387484,646.1034845,735.7662119,741.0801119,748.7915319,754.0269669,762.7043149,785.3315869,817.1136669,823.6919769,832.6822459,855.6364809,881.2093769,890.6525469,929.2786189,937.9899619,946.5288099,969.0189529,978.7973169,987.7458779,1003.0215739,1045.9205089,1091.8409839,1106.8082639,1117.5550799,1149.4115389,1153.1672949,1178.5618904,1183.0022004,1187.5643654,1216.9886554,1228.2299529,1237.21692495,1246.42374195,1256.36297495,1271.26580595,1298.26338195,1312.71181695,1379.70722095,1386.01477595,1426.62808995,1438.16455495,1482.52784295,1499.44999995,1512.97845495,1522.09465495,1531.11224495,1543.98387895
"19",1.215565,13.867945,19.009465,106.135946,113.351905,132.212395,140.308825,166.025145,195.503147,223.327027,249.508824,256.9204486,279.2443765,297.4962165,364.5729065,391.4891065,423.0896215,465.7391165,473.0028895,494.5253335,511.9616035,513.9258995,542.3979695,564.5187395,598.5013575,623.0041565,624.7334525,626.5523065,629.6850935,631.6239295,636.1921065,731.7878625,732.3633465,733.9027705,740.4586695,744.7900727,761.7622017,791.4946387,804.4705417,820.3033712,848.3177582,869.7958427,878.0642272,919.4558172,926.3734332,940.6643432,968.0642772,978.5883572,986.5460322,998.0756251,1043.9010447,1094.2720482,1096.9458282,1099.5346952,1127.8236612,1132.3648362,1173.5529717,1183.0937367,1183.8026307,1214.8259107,1224.6312657,1229.2704067,1243.9698527,1247.9574907,1277.1891997,1304.1454067,1318.5456177,1374.2472132,1390.2735882,1422.5230132,1435.2755152,1464.9037102,1482.2143182,1498.5826832,1510.6391832,1519.0254832,1520.9706772
"20",1.9878,20.250907,24.513459,106.958877,118.29229,134.317515,141.513957,164.17545,202.085069,209.915816,232.87913,253.92915,270.42957,286.72163,347.979942,394.082665,425.237545,459.316061,467.1152085,492.507764,513.451293,516.163536,539.623058,571.947545,609.973418,628.09745,635.843903,638.335051,642.576319,644.62385,653.38634,742.108533,743.951934,748.107745,754.858586,761.307452,787.185218,804.925202,819.376453,839.371538,856.958412,884.551558,889.936906,922.3912402,925.7507142,934.3952002,957.5736242,967.4300002,975.4578822,995.4368652,1045.5961102,1102.1422002,1102.8941242,1114.1137752,1139.9137052,1147.1768502,1182.5637192,1191.2583292,1193.2317242,1235.5473027,1244.6845647,1253.5513707,1272.0653277,1273.8454397,1278.3628362,1301.4068792,1320.3181742,1394.0908612,1399.8310942,1421.3698492,1439.5755432,1488.5453842,1501.8717407,1526.0788807,1533.8317627,1534.5012367,1535.9725867
"21",2.84841,14.740415,18.099237,87.3965185,99.1260955,120.6402705,131.7005505,161.9471705,178.9839345,183.58008571,205.21130655,242.22772655,253.10068655,263.68075155,309.29855655,374.41055555,404.45225555,430.39930255,438.99165055,474.80049055,502.29164555,506.15541155,540.43534925,587.40474005,632.61271605,647.09890605,649.32839205,654.27946005,665.51457055,673.99792055,679.29309955,733.59110555,734.69030555,737.14971355,740.41618155,746.35031655,767.12049055,781.04113755,790.97661655,805.23195455,825.14331255,848.66620455,853.45185355,912.33028455,925.89092185,928.60454105,953.31599305,960.35171305,964.11238765,979.00067555,1025.70744655,1094.04285255,1099.59013255,1106.41481255,1123.75534255,1131.48318255,1175.73979255,1186.08642255,1187.93693255,1223.67066155,1234.44644275,1246.54009805,1265.61673505,1273.66769105,1279.80749705,1308.01326305,1333.87413605,1388.06729355,1399.03740655,1455.60556055,1469.76195455,1501.93996555,1512.79854055,1555.22117055,1559.79489205,1564.40101805,1567.34154805
"22",0.974639500000007,20.1580245,23.9520305,116.5315135,131.5565635,152.0340985,160.0914985,177.8452735,196.3409705,201.5154175,232.9616905,260.4249855,274.5923515,286.9338565,325.7145035,384.8427715,415.7574115,439.3099565,447.7880915,477.4747615,516.9539215,520.3930235,535.0464,571.255897,624.237823,635.115601,636.921547,640.978727,651.103316,659.021832,668.163336,724.990717,725.571067,731.164477,745.483527,757.322813,769.802901,792.557562,810.464132,828.602187,849.530762,871.141857,875.719336,920.372586,937.0787833,945.5139515,973.46907,979.28055,982.733315,999.912638,1046.02294215,1073.07690715,1078.52550715,1081.92916715,1112.87004115,1118.26920915,1181.36398615,1189.99122115,1198.34077615,1218.80320665,1238.18325365,1252.84322965,1271.04014765,1275.93739465,1281.27330465,1313.76250365,1335.65594465,1402.55272965,1412.13113465,1452.09834465,1482.18404165,1528.29940965,1546.08431865,1565.20853765,1579.40886165,1584.38170765,1589.50835965
"23",2.01064950000001,16.5897995,21.6481475,113.9653705,131.1246605,150.7894855,157.7905555,183.2868685,197.8633905,205.8447375,238.1896055,277.1856655,305.1825775,312.1435625,342.5193995,390.6013875,422.6779375,444.4201025,454.1342225,479.3377175,506.4598275,508.4427485,524.1998755,560.8964525,614.3976667,634.1118625,639.2469895,645.7620495,653.4921916,660.468433,668.773166,729.998009,730.657727,735.977673,745.921401,760.634653,772.24204,804.495283,817.94451,826.357453,843.932463,866.001853,880.807564,916.587127,925.672125,937.621489,961.6205615,969.1422015,975.5041705,988.9249325,1049.74477158,1099.3101081,1101.4627921,1104.3555121,1127.0713081,1130.8468471,1169.9781211,1179.5140831,1182.3294776,1203.8965086,1211.8493466,1232.8344096,1265.9121106,1271.6367046,1275.7317526,1294.3990991,1317.5881161,1366.2839761,1373.4717651,1403.4802241,1429.7797571,1478.4038851,1501.9430471,1524.9935771,1529.9221901,1536.8984661,1540.1923941
"24",1.25395000000001,20.291195,26.960819,92.6101122,105.3362905,135.2452365,138.7684395,159.8696305,189.6660105,204.9332105,244.8220305,269.2185705,283.0489315,293.4596355,319.9164755,386.4398355,407.931035,449.1190485,461.0295365,485.1761165,510.3903055,511.9462165,529.5103665,563.9412815,596.27229,623.323374,629.037243,632.802629,645.170499,653.599719,662.176119,739.330894,741.226099,744.434914,755.333554,767.696984,787.949556,817.252458,835.784434,847.942924,870.631747,890.606657,900.400487,929.484526,939.059039,943.832307,964.758562,966.437814,975.030029,981.821275,1034.154475,1100.421844,1102.739724,1113.168484,1141.073714,1144.423208,1202.616417,1211.508559,1213.9744685,1251.6930195,1259.1517565,1264.21521,1290.982153,1292.326039,1297.838419,1324.7951499,1342.7427065,1394.3325445,1401.5286845,1420.962171,1428.183676,1477.45422,1488.779965,1514.905782,1519.331736,1526.370856,1532.392152
