median_age,event_indx,freq100yr
1888.7,0,1
1887.4,0,1
1886.1,0,2
1885,0,2
1883.7,0,2
1882.6,0,2
1881.5,0,1
1880.4,0,1
1879.3,0,1
1878.2,0,1
1877.2,0,1
1876.2,0,1
1875,0,1
1873.9,0,1
1872.7,0,1
1871.5,0,1
1870.3,0,1
1869.1,0,1
1867.9,0,1
1866.7,0,1
1865.5,0,1
1864.3,0,1
1863.1,0,1
1861.9,0,1
1860.7,0,1
1859.5,0,1
1858.4,0,1
1857.3,0,1
1856.1,0,2
1855,0,2
1854,0,2
1852.9,0,2
1851.8,0,2
1850.6,0,2
1849.5,0,2
1848.3,0,2
1847.1,0,2
1845.9,0,2
1844.6,0,2
1843.5,0,2
1842.1,0,2
1840.9,0,2
1839.6,0,2
1838.4,0,2
1837.3,0,2
1836.2,1,2
1835.2,0,2
1834.1,0,2
1833.1,0,2
1832.1,0,2
1831,0,2
1829.9,0,2
1828.8,0,2
1827.5,0,2
1826.3,0,2
1825.2,0,2
1824,0,3
1822.8,0,3
1821.4,0,3
1820.2,0,3
1818.8,0,3
1817.5,0,3
1816.4,0,3
1815,0,3
1813.7,0,3
1812.7,0,3
1811.5,0,3
1810.6,0,3
1809.6,0,4
1808.9,0,4
1808.1,0,4
1807.4,0,4
1806.7,1,4
1806,0,4
1805.5,0,4
1804.7,0,4
1804.2,0,4
1803.5,0,4
1802.9,0,4
1802.3,0,4
1801.5,0,4
1800.9,0,4
1800.2,0,4
1799.5,0,4
1798.7,0,4
1797.9,0,4
1797.1,0,4
1796.3,0,4
1795.4,0,4
1794.5,0,4
1794,0,4
1793.4,0,4
1792.9,0,4
1792.4,0,4
1791.8,0,4
1791.2,0,4
1790.7,0,4
1790,0,4
1789.3,0,4
1788.6,0,4
1787.9,0,4
1787.2,0,4
1786.6,0,4
1786,0,3
1785.4,0,3
1784.9,0,3
1784.3,0,3
1783.8,0,3
1783.3,0,3
1782.8,0,3
1781.9,0,3
1780.9,0,3
1780,0,3
1779.1,0,3
1778.2,0,3
1777.4,0,3
1776.6,0,3
1775.8,0,3
1775,0,3
1774.1,1,3
1773.4,0,3
1772.6,0,3
1771.9,0,3
1771.1,0,3
1770.4,0,3
1769.7,0,3
1768.9,0,3
1768.2,0,3
1767.5,0,3
1766.8,0,3
1765.1,0,3
1763.2,0,3
1761.4,0,3
1759.6,1,3
1757.7,0,3
1755.7,0,2
1753.8,0,2
1752,0,2
1750.2,0,2
1748.3,0,2
1746.6,0,3
1744.9,0,3
1743.3,0,3
1741.6,0,3
1740,0,3
1738.4,0,3
1736.8,0,3
1735.2,0,3
1733.7,0,3
1732.1,0,3
1730.5,0,3
1728.9,0,3
1727.2,0,3
1725.7,0,3
1724,0,3
1722.3,0,3
1720.5,0,3
1718.8,0,3
1716.9,0,3
1715.2,0,3
1713.5,0,3
1711.8,0,3
1710,0,3
1708.4,0,2
1706.9,0,2
1705.3,0,2
1703.7,0,2
1702.1,0,2
1700.6,0,2
1699.2,0,2
1697.6,1,2
1696,0,2
1694.4,0,2
1692.6,0,2
1690.9,0,2
1689.2,0,2
1687.5,0,2
1685.8,0,2
1684.3,0,2
1682.3,0,2
1680.7,0,2
1679.2,0,2
1677.3,0,2
1675.6,1,2
1673.8,0,2
1672.1,0,2
1670.4,0,2
1668.8,0,2
1667.2,0,2
1665.6,0,2
1663.9,0,2
1662.4,0,2
1660.7,0,2
1659.1,0,2
1657.4,0,2
1655.8,0,2
1654.2,0,2
1652.5,0,2
1650.9,0,2
1649.1,0,2
1647.6,0,2
1645.9,0,1
1644.2,0,1
1642.6,0,1
1640.9,0,1
1639.1,0,1
1637.6,0,1
1635.9,0,1
1634.3,0,1
1632.7,0,1
1631.2,0,1
1629.4,0,1
1627.5,0,1
1625.6,0,1
1623.7,0,0
1621.7,0,0
1619.8,0,0
1617.8,0,0
1615.7,0,0
1613.7,0,0
1612,0,0
1609.9,0,0
1608.1,0,0
1606.4,0,0
1604.3,0,0
1602.6,0,0
1600.9,0,0
1599.2,0,0
1597.5,0,0
1595.9,0,0
1594.4,0,0
1592.9,0,0
1591.5,0,0
1590,0,0
1588.6,0,0
1587.2,0,0
1585.7,0,0
1584.4,0,0
1583,0,0
1581.6,0,0
1580.1,0,0
1578.7,0,0
1577.6,0,0
1576.3,0,0
1574.9,0,1
1573.6,0,1
1572.2,0,1
1570.8,0,1
1569.5,0,1
1568.2,0,1
1566.9,0,1
1565.7,0,1
1564.2,0,1
1563.1,0,1
1561.8,0,1
1560.5,0,1
1559.4,0,1
1558.2,0,1
1557,0,1
1555.8,0,1
1554.7,0,1
1553.5,0,1
1552.2,0,1
1550.9,0,1
1549.8,0,1
1548.8,0,1
1547.6,0,1
1546.5,0,1
1545.4,0,1
1544.3,0,1
1542.9,0,1
1541.6,0,1
1540.4,0,1
1539.1,0,1
1537.9,0,1
1536.5,0,1
1535.2,0,1
1533.9,0,1
1532.6,0,1
1531.3,0,2
1530.1,0,2
1528.7,0,2
1527.3,0,2
1526,1,2
1524.7,0,2
1523.3,0,2
1522,0,2
1520.6,0,2
1519.5,0,2
1518.3,0,2
1517,0,2
1515.7,0,2
1514.5,0,2
1513,0,2
1511.6,0,2
1510.3,0,2
1509.1,0,2
1507.7,0,2
1506.4,0,2
1505.1,0,2
1503.9,0,2
1502.6,0,2
1501.3,0,2
1500.1,0,2
1498.7,0,2
1497.5,0,2
1496.4,0,2
1495,0,3
1493.9,0,3
1492.6,0,3
1491.5,0,3
1490.2,0,3
1489,0,3
1487.7,0,3
1486.4,0,3
1485,0,3
1483.7,0,3
1482.3,1,3
1481,0,3
1479.8,0,3
1478.4,0,3
1477.1,0,3
1475.6,0,2
1474.2,0,3
1472.8,0,3
1471.4,0,3
1469.9,0,3
1468.6,0,3
1467.3,0,3
1465.9,0,3
1464.9,0,3
1463.6,0,3
1462.5,0,3
1461.3,0,3
1460.1,0,3
1458.8,0,3
1457.6,0,3
1456.3,0,3
1454.9,0,3
1453.7,0,3
1452.4,0,3
1451.1,0,3
1449.8,0,3
1448.4,0,4
1447,0,4
1445.7,1,4
1444.3,0,4
1443,0,4
1441.7,0,4
1440.4,0,4
1439.5,0,4
1438.6,0,4
1437.6,0,4
1436.7,0,4
1435.7,0,4
1434.7,0,4
1433.8,0,4
1432.8,0,4
1431.8,0,3
1430.7,0,3
1429.6,0,3
1428.6,0,3
1427.5,0,3
1426.3,0,3
1425.1,1,3
1424,0,3
1422.7,0,4
1421.6,0,4
1420.4,0,4
1419.3,0,4
1418.5,0,4
1417.7,0,4
1416.9,0,4
1416.1,0,4
1415.2,0,4
1414.4,0,4
1413.6,0,4
1412.8,0,4
1412,0,4
1411.3,0,4
1410.5,0,4
1409.7,0,4
1408.9,0,4
1408.2,0,4
1407.5,0,4
1406.8,0,4
1406,0,4
1405.3,0,4
1404.7,0,4
1404,0,4
1403.1,0,4
1402.2,0,4
1401.2,0,4
1400.2,0,4
1399.4,0,4
1398.5,1,4
1397.6,0,4
1396.8,0,4
1395.9,0,4
1395,0,3
1394.1,0,3
1393.3,0,3
1392.4,0,3
1391.6,0,3
1390.8,0,3
1390,0,3
1389.2,0,4
1388.5,0,4
1387.7,0,4
1386.8,0,4
1386,0,4
1385.1,0,4
1384.4,0,4
1383.6,0,4
1382.7,0,4
1381.8,0,4
1380.9,0,4
1380,0,4
1379.1,0,4
1378.1,0,4
1377.2,0,4
1376.3,0,4
1375.4,0,4
1374.4,0,3
1373.5,0,3
1372.7,1,3
1371.8,0,3
1371,0,3
1370.2,0,3
1369.4,0,3
1368.5,0,3
1367.6,0,3
1366.7,0,3
1365.9,0,3
1364.9,0,3
1363.9,0,3
1363,0,3
1362.1,0,3
1361.2,0,3
1360.3,0,3
1359.2,0,3
1358.3,0,4
1357.4,0,4
1356.5,0,4
1355.5,0,4
1354.6,0,4
1353.8,0,5
1352.9,0,5
1352.1,0,5
1351.3,0,5
1350.4,0,5
1349.5,0,5
1348.7,0,5
1347.9,0,4
1347,0,4
1346.2,0,4
1345.3,0,4
1344.4,0,4
1343.6,0,5
1342.8,0,5
1341.9,0,5
1341.1,0,5
1340.4,0,5
1339.8,1,5
1338.9,0,5
1338.2,0,5
1337.4,0,5
1336.5,0,5
1335.8,0,5
1334.9,0,5
1334.1,0,5
1333.2,0,5
1332.2,0,6
1331.2,0,6
1330.3,0,6
1329.4,0,6
1328.4,0,6
1327.3,0,6
1326.3,0,6
1325.2,0,6
1324.2,0,6
1323,0,7
1322.1,0,6
1321.1,0,6
1320.1,0,6
1319.1,0,6
1318.2,0,6
1317.3,0,6
1316.4,0,6
1315.4,0,6
1314.6,0,6
1313.7,0,6
1312.8,0,6
1311.9,0,6
1311,0,6
1309.9,0,6
1309,1,6
1308,0,6
1307,0,6
1306,0,6
1304.8,0,6
1303.9,1,6
1302.9,0,6
1301.9,0,6
1300.9,0,6
1299.9,0,6
1299,0,6
1298.1,0,6
1297.1,0,6
1296.4,0,6
1295.5,0,6
1294.5,0,6
1293.7,1,6
1292.9,0,6
1292,0,6
1291.1,0,6
1290.2,0,6
1289.3,0,5
1288.3,0,5
1287.4,0,5
1286.6,0,5
1285.9,0,5
1285,0,5
1283.9,0,5
1283.1,1,5
1282.3,0,5
1281.6,0,5
1280.7,0,5
1279.8,0,5
1278.9,0,5
1278.1,0,5
1277.3,0,5
1276.6,0,5
1275.9,0,5
1275,0,5
1274.3,0,5
1273.4,1,5
1272.6,0,5
1271.9,0,5
1271.1,0,5
1270.3,0,5
1269.4,0,5
1268.6,0,5
1267.8,0,5
1266.9,0,5
1266,0,5
1265.3,0,5
1264.5,0,5
1263.6,0,5
1262.8,0,5
1262.1,0,5
1261.4,0,5
1260.7,0,5
1259.9,0,5
1259.2,0,5
1258.5,0,4
1257.8,0,4
1257.1,0,4
1256.5,0,4
1255.7,0,4
1255,0,4
1254.3,0,4
1253.5,0,4
1252.6,0,4
1251.9,0,4
1251.2,0,4
1250.3,0,4
1249.7,0,4
1248.8,0,4
1248,0,4
1246.8,0,4
1245.7,0,4
1244.4,0,5
1243.2,0,4
1241.8,0,4
1240.6,0,4
1239.3,0,4
1238,0,4
1236.8,0,4
1235.5,0,4
1234.3,0,4
1233,0,3
1231.8,0,4
1230.6,0,4
1229.4,0,4
1228.2,0,4
1227.1,0,4
1226,0,4
1224.9,0,4
1223.8,0,4
1222.8,0,3
1221.6,0,3
1220.5,0,3
1219.4,0,3
1218.1,0,3
1217,0,3
1215.7,0,3
1214.6,0,3
1213.4,0,3
1212.3,0,3
1211.2,0,3
1210.1,0,3
1208.9,0,3
1207.8,0,3
1206.7,0,3
1205.6,0,3
1204.6,0,3
1203.5,1,4
1202.4,0,4
1201.3,0,4
1200.4,0,4
1199.5,0,4
1198.6,0,4
1197.7,0,4
1196.7,0,4
1195.6,1,4
1194.6,0,4
1193.6,0,4
1192.5,0,4
1191.4,0,4
1190.4,0,4
1189.3,0,4
1188.1,0,4
1187,0,4
1186,0,4
1184.8,0,4
1183.9,0,4
1182.7,1,4
1181.6,0,4
1180.6,0,4
1179.7,0,5
1178.7,0,5
1177.8,0,5
1176.9,0,5
1176,0,5
1175,0,5
1174,0,5
1173,0,5
1171.9,0,5
1171,0,5
1169.9,0,5
1168.8,0,5
1167.9,0,5
1166.9,0,5
1166,0,5
1165.1,0,5
1164.2,0,5
1163.3,0,5
1162.4,0,5
1161.7,0,5
1160.9,0,5
1160.1,0,5
1159.4,0,5
1158.6,0,5
1157.9,0,5
1157.1,0,5
1156.4,0,5
1155.5,0,5
1154.7,0,5
1153.9,1,5
1153.2,0,4
1152.3,0,4
1151.7,0,4
1150.9,0,4
1150.1,0,4
1149.3,0,4
1148.6,0,4
1147.8,0,4
1147,0,4
1146.2,0,4
1145.6,0,4
1144.8,0,3
1144.1,0,3
1143.4,0,3
1142.6,0,3
1141.8,0,3
1141,0,3
1140,0,3
1139.1,0,3
1138.3,0,3
1137.4,0,3
1136.5,0,3
1135.7,0,3
1134.9,0,3
1134,0,3
1133.1,0,3
1132.3,0,2
1131.5,0,2
1130.7,0,2
1129.8,1,2
1129,0,2
1128.2,0,2
1127.3,0,2
1126.5,0,2
1125.7,0,2
1124.8,0,2
1124,0,2
1123.1,0,2
1122.3,0,2
1121.4,0,3
1120.6,0,3
1119.8,0,3
1119.1,0,3
1118.3,0,3
1117.5,0,3
1116.9,0,3
1116.2,0,3
1115.3,0,3
1114.8,0,3
1114,0,3
1113.2,0,3
1112.4,0,3
1111.7,0,3
1111,0,3
1110.2,0,3
1109.4,0,3
1108.7,0,3
1107.9,0,3
1107.1,0,3
1106.3,0,3
1105.5,0,3
1104.7,0,3
1103.9,0,3
1103.2,0,2
1102.5,0,2
1101.7,0,2
1101,0,2
1100.2,0,2
1099.5,0,2
1098.9,0,2
1098.2,0,2
1097.5,0,2
1096.7,0,2
1096,0,2
1095.3,0,2
1094.5,0,2
1093.8,0,2
1093.1,0,2
1092.3,0,2
1091.6,0,2
1090.8,0,2
1090.1,0,2
1089.2,0,2
1088.5,0,2
1087.7,0,2
1086.9,0,2
1086.1,0,2
1085.4,0,2
1084.8,0,2
1084,0,2
1083.2,0,2
1082.5,0,2
1081.9,0,2
1081.1,0,2
1080.3,0,2
1079.6,0,1
1078.8,0,1
1078,0,1
1077.3,0,1
1076.5,0,1
1075.8,0,1
1075.1,0,1
1074.4,0,1
1073.7,0,1
1072.9,0,2
1072.1,1,2
1071.4,0,2
1070.6,0,2
1069.8,0,2
1069.1,0,2
1068.5,0,2
1067.7,0,2
1066.9,0,2
1066.2,0,2
1065.4,0,2
1064.6,0,2
1063.8,0,2
1063.1,0,2
1062.2,0,2
1061.4,0,2
1060.5,0,2
1059.8,0,2
1059,0,2
1058.2,0,2
1057.4,0,3
1056.7,0,3
1055.9,0,3
1055.1,0,3
1054.4,0,3
1053.6,0,3
1052.9,0,3
1052.2,0,3
1051.5,0,3
1050.9,0,3
1050.2,0,3
1049.3,0,3
1048.5,0,3
1047.9,0,3
1047.1,0,3
1046.3,0,3
1045.5,0,3
1044.7,0,3
1043.9,0,3
1043.1,0,3
1042.3,0,3
1041.5,0,3
1040.7,0,3
1039.9,0,3
1039.1,0,3
1038.3,0,3
1037.6,0,3
1036.9,0,3
1036.2,0,3
1035.6,0,3
1034.9,0,3
1034.3,0,4
1033.5,0,4
1032.8,0,4
1032,0,4
1031.2,0,4
1030.5,0,4
1029.8,0,4
1029,0,5
1028.1,0,5
1027.3,0,5
1026.5,0,5
1025.7,0,5
1024.9,0,5
1024,0,5
1023.2,1,5
1022.6,0,5
1022,0,4
1021.4,0,5
1020.8,0,5
1020.2,0,5
1019.5,0,5
1018.8,0,5
1018.2,0,5
1017.6,0,6
1016.9,0,6
1016.2,0,6
1015.6,0,6
1015.1,0,6
1014.4,0,6
1013.8,0,6
1013.2,0,6
1012.6,0,6
1012,0,6
1011.4,0,6
1010.8,0,6
1010.3,0,6
1009.8,0,6
1009.2,0,6
1008.7,0,6
1008.1,0,6
1007.5,1,6
1006.9,0,6
1006.4,0,6
1005.8,0,6
1005.3,0,6
1004.7,0,6
1004.2,0,6
1003.6,0,7
1003,0,7
1002.5,0,7
1001.9,0,7
1001.4,0,7
1000.9,0,7
1000.3,0,7
999.8,0,7
999.2,0,7
998.5,0,7
997.9,0,7
997.3,0,7
996.6,0,7
995.9,0,7
995.2,0,7
994.6,0,7
993.9,0,7
993.2,0,7
992.5,0,7
991.8,0,7
991.2,0,7
990.6,0,7
990,0,7
989.4,0,7
988.8,0,7
988.2,0,7
987.7,0,7
987.1,0,7
986.4,0,7
985.6,0,7
984.8,1,7
984.1,0,7
983.4,0,7
982.6,0,7
982,0,7
981.2,0,7
980.5,0,7
979.7,0,7
979,1,7
978.3,0,7
977.6,0,7
976.9,0,7
976.2,0,7
975.5,0,7
974.8,0,7
974.1,0,7
973.5,0,7
972.9,0,6
972.1,0,6
971.4,1,6
970.7,0,6
969.9,0,6
969.1,0,6
968.4,0,6
967.6,1,6
966.8,0,6
966,0,6
965.2,0,6
964.4,0,6
963.6,0,6
962.8,0,6
962.1,0,6
961.3,0,6
960.5,0,6
959.7,0,6
959,0,6
958.2,0,6
957.5,0,6
956.6,0,5
955.8,0,5
954.9,0,5
953.9,1,5
953.1,0,5
952.2,0,5
951.3,0,5
950.4,0,5
949.6,0,5
948.7,0,5
947.8,0,5
946.9,0,5
946,0,5
945.2,0,5
944.3,0,5
943.5,0,5
942.6,0,5
941.8,0,6
941,0,6
940.1,0,6
939.3,0,6
938.5,0,6
937.7,0,6
936.8,0,6
935.9,0,6
935.1,0,6
934.1,0,5
933.2,0,5
932.3,0,5
931.5,0,5
930.7,0,5
929.9,0,5
929.1,0,5
928.1,0,4
927.3,0,4
926.5,0,4
925.7,0,4
924.8,0,4
924,0,4
923.1,0,4
922.3,0,4
921.4,0,4
920.5,0,3
919.7,0,3
918.8,0,3
918,0,3
917,0,2
916.3,0,2
915.3,0,2
914.4,0,2
913.5,0,2
912.7,0,2
911.8,0,2
910.9,0,2
910,0,2
909.2,0,2
908.4,0,2
907.5,0,2
906.7,0,2
905.8,0,2
905,0,2
904.3,0,2
903.5,0,1
902.7,0,1
901.9,0,1
901.1,0,1
900.2,0,1
899.4,0,1
898.6,0,1
897.7,0,1
896.9,0,1
896,0,1
895.2,0,1
894.4,0,1
893.6,0,1
892.8,0,1
892,1,1
891.2,0,1
890.3,0,1
889.6,0,1
888.8,0,1
888,0,1
887.3,0,2
886.6,0,2
885.8,0,2
884.9,0,2
884.2,0,2
883.4,0,2
882.6,0,2
881.8,0,2
881,0,2
880.1,0,2
879.4,0,2
878.6,0,2
877.9,0,2
877.1,0,3
876.3,0,3
875.5,0,3
874.6,0,3
873.9,0,3
873.2,0,3
872.4,0,3
871.7,0,3
870.9,0,3
870.2,0,3
869.4,0,3
868.6,0,3
867.9,0,3
867,0,3
866.2,0,3
865.5,0,3
864.7,0,3
863.9,0,3
863.1,0,3
862.2,0,3
861.4,0,3
860.5,0,3
859.7,0,3
859,0,3
858.1,0,3
857.4,0,3
856.7,0,3
856.1,0,3
855.4,0,3
854.6,0,3
853.9,0,3
853.1,0,3
852.4,0,3
851.7,0,3
850.9,0,3
850.2,0,3
849.4,0,3
848.6,0,3
847.9,0,3
847.2,0,3
846.5,0,4
845.7,0,4
845.1,0,4
844.4,0,4
843.7,0,4
843.1,0,4
842.5,0,4
841.7,0,3
841.1,0,3
840.4,0,3
839.6,0,3
838.9,0,3
838.1,0,3
837.3,1,3
836.6,0,3
835.9,0,3
835.2,0,3
834.5,0,3
833.9,0,3
833.2,0,3
832.5,0,3
831.8,0,3
831.1,0,3
830.5,0,3
829.8,0,3
829.1,0,3
828.5,0,3
827.7,1,3
827.1,0,3
826.3,0,3
825.5,0,3
824.8,0,3
824,0,3
823.2,0,3
822.4,0,3
821.8,0,3
821,0,3
820.3,0,3
819.6,0,3
818.8,0,3
818,0,3
817.2,0,3
816.5,0,3
815.7,0,3
815,0,3
814.2,0,4
813.5,0,4
812.6,0,4
811.9,0,4
811.3,0,4
810.6,0,4
809.8,0,4
809,0,4
808.2,0,4
807.4,0,4
806.7,0,4
805.8,0,5
805.1,0,5
804.3,0,5
803.5,0,5
802.7,0,5
801.9,0,5
801.1,0,6
800.4,0,6
799.8,0,6
799,0,6
798.3,0,6
797.6,0,6
796.8,1,6
796.1,0,6
795.4,0,6
794.7,0,6
793.9,0,6
793.2,0,6
792.4,0,6
791.7,0,6
790.9,0,6
790.1,0,6
789.4,0,6
788.6,0,6
787.9,0,6
787.2,0,5
786.4,0,5
785.7,0,5
785,0,5
784.2,0,5
783.5,0,5
782.9,0,5
782.2,0,5
781.4,0,5
780.8,0,5
780.2,0,5
779.5,0,5
778.8,0,5
778.1,0,5
777.4,0,4
776.7,0,4
775.9,0,4
775.2,0,5
774.5,0,5
773.8,0,5
773.1,0,5
772.3,0,5
771.7,0,5
770.9,0,5
770.4,0,5
769.6,0,5
769,0,5
768.4,0,5
767.8,0,5
767.2,0,5
766.6,0,5
765.9,0,5
765.2,0,5
764.5,1,5
763.9,0,6
763.2,0,6
762.5,0,6
761.8,0,6
761.1,0,6
760.4,0,6
759.8,0,6
759,0,6
758.4,0,6
757.7,0,6
757.1,0,6
756.4,1,6
755.8,0,6
755.2,0,6
754.7,0,7
754.1,0,7
753.5,0,7
752.9,0,7
752.4,0,7
751.9,0,7
751.3,1,7
750.7,0,7
750.1,0,7
749.5,0,7
749,0,7
748.3,0,7
747.7,0,7
747,0,7
746.4,0,6
745.7,0,6
745.2,0,6
744.6,0,6
744,0,6
743.3,0,6
742.7,0,6
742.1,0,6
741.4,0,6
740.7,0,6
740.1,0,6
739.3,0,6
738.7,0,6
738,0,6
737.3,0,6
736.7,0,6
736,0,7
735.5,0,7
734.9,0,7
734.2,0,7
733.6,0,7
733,0,7
732.5,0,7
731.9,0,7
731.4,0,7
730.9,0,7
730.4,0,7
729.9,0,7
729.3,0,7
728.7,0,7
728.2,0,7
727.7,0,7
727.1,0,8
726.6,0,8
726,0,8
725.4,1,8
724.8,0,8
724.3,0,8
723.7,0,8
723.1,0,8
722.6,0,8
722,0,8
721.6,0,8
721.1,0,8
720.6,0,8
720.1,0,8
719.6,0,8
719,0,8
718.5,0,8
717.9,0,8
717.4,0,8
716.9,0,8
716.4,0,8
715.8,0,8
715.3,0,8
714.8,0,8
714.3,1,7
713.7,0,7
713.3,0,7
712.7,0,7
712.3,0,7
711.8,0,7
711.2,0,7
710.7,0,7
710.1,0,7
709.5,0,7
709,0,7
708.4,0,7
707.8,0,7
707.3,0,7
706.7,0,7
706,0,6
705.4,0,6
704.8,1,6
704.2,0,6
703.7,0,6
703.1,0,6
702.6,0,7
702,0,7
701.4,0,7
700.9,0,6
700.3,0,6
699.9,0,6
699.3,0,6
698.7,0,6
698.2,0,6
697.6,0,6
697.1,0,6
696.5,0,6
695.9,0,6
695.6,0,6
695.1,0,6
694.5,0,6
694,0,6
693.5,0,6
692.9,0,6
692.3,0,6
691.7,0,6
691.3,0,6
690.7,0,6
690.2,0,6
689.7,0,6
689.1,0,6
688.6,0,6
688.1,0,6
687.6,0,6
687.1,0,6
686.5,1,6
686,0,6
685.4,0,6
684.9,0,6
684.4,0,6
683.8,0,6
683.3,0,6
682.7,0,6
682.1,0,6
681.5,0,6
680.9,0,6
680.3,0,6
679.7,0,6
679.2,0,6
678.6,0,6
678.1,0,6
677.6,0,6
677.1,1,6
676.6,0,6
676.1,0,6
675.6,0,6
675.1,0,5
674.6,0,5
674,0,5
673.5,0,5
673,0,5
672.4,0,5
671.9,0,5
671.4,0,5
670.9,0,5
670.3,0,5
669.8,0,5
669.2,0,5
668.6,0,5
668.1,0,5
667.5,0,5
667.1,0,5
666.4,0,5
665.8,0,5
665.3,0,5
664.7,0,5
664.2,0,4
663.7,0,4
663.1,0,4
662.6,0,4
662,0,4
661.5,0,4
661,0,4
660.5,0,4
660,0,4
659.6,0,4
659,0,4
658.6,0,4
658.1,0,4
657.7,0,4
657.1,0,4
656.5,0,4
655.9,0,4
655.4,0,4
654.9,0,4
654.3,0,3
653.8,0,3
653.2,0,3
652.6,1,3
652.1,0,4
651.5,0,4
651,0,4
650.5,0,4
650,0,4
649.5,0,4
649,0,4
648.5,0,4
648,0,4
647.5,0,4
647.1,0,4
646.5,0,4
646,0,4
645.4,0,4
644.8,0,4
644.3,0,4
643.7,0,4
643.1,0,4
642.5,0,4
641.9,0,4
641.4,0,4
640.9,0,4
640.3,0,4
639.8,0,4
639.2,0,4
638.7,0,4
638.2,0,4
637.7,0,4
637.1,0,4
636.7,0,4
636.1,0,3
635.5,0,3
635,0,3
634.4,0,3
633.9,0,3
633.3,0,3
632.7,0,3
632.2,0,3
631.6,0,3
631.1,0,3
630.5,0,3
629.9,0,3
629.4,0,3
628.8,0,3
628.2,0,3
627.7,0,3
627.2,0,3
626.6,0,2
626,0,2
625.6,0,2
625,0,2
624.5,0,2
624.1,0,2
623.6,0,2
623.1,0,2
622.6,0,2
622.1,0,2
621.5,0,2
621,0,2
620.4,0,2
619.9,0,2
619.4,0,2
618.9,0,2
618.4,0,2
617.8,0,2
617.3,0,2
616.7,0,2
616.3,0,2
615.7,0,2
615.2,0,2
614.7,0,2
614.1,0,2
613.7,0,2
613.1,0,2
612.6,0,2
612.1,0,2
611.6,0,2
611.1,0,2
610.7,0,2
610,0,2
609.6,0,2
609,0,2
608.5,0,2
607.9,0,2
607.5,0,2
606.8,0,2
606.3,0,2
605.8,0,2
605.2,0,2
604.7,0,2
604.2,0,2
603.7,0,2
603.1,0,2
602.5,1,1
602.1,0,1
601.5,0,1
600.8,0,1
600.3,0,1
599.8,0,1
599.1,0,1
598.5,0,1
597.9,0,1
597.3,0,1
596.6,0,1
596.1,0,1
595.5,0,1
594.9,0,1
594.3,0,1
593.7,0,1
593.1,0,1
592.6,0,1
591.9,0,1
591,0,1
590.3,0,1
589.6,0,1
588.9,0,1
588.2,0,1
587.4,0,1
586.7,0,1
586,0,1
585.4,0,1
584.7,0,1
583.9,0,2
583.2,0,2
582.4,0,2
581.8,0,2
581.1,0,2
580.4,0,2
579.8,0,2
579.1,0,2
578.4,0,2
577.7,0,2
577,0,2
576.4,0,2
575.7,0,2
574.9,0,2
574.3,0,2
573.6,0,2
572.9,0,2
572.1,0,2
571.5,0,2
570.7,0,3
570.1,0,3
569.4,0,3
568.6,0,3
567.9,0,3
567.2,0,3
566.5,0,3
565.8,0,3
565.2,0,3
564.5,0,3
563.8,0,3
563.1,0,3
562.5,0,3
561.8,0,3
561.2,0,3
560.5,0,3
559.8,0,3
559,0,3
558.3,0,3
557.7,0,3
556.9,0,3
556.3,0,3
555.6,0,3
